,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,713801,7138,1,201,201,100205,-1,0,-1,0,0,1
,713901,7139,1,201,201,100205,-1,0,-1,0,0,1
,714001,7140,1,201,201,100205,-1,0,-1,0,0,1
,714101,7141,1,-1,-1,0,-1,0,-1,0,0,1
,714102,7141,2,301,301,100308,-1,0,-1,0,0,1
,714201,7142,1,9999,-1,0,-1,0,9999,271001,0,1
,714301,7143,1,9999,-1,0,-1,0,9999,227001,0,1
,714401,7144,1,9999,-1,0,-1,0,9999,136001,0,1
,714501,7145,1,9999,-1,0,-1,0,9999,233001,0,1
,714601,7146,1,9999,-1,0,-1,0,9999,180001,0,1
,714602,7146,2,101,101,100108,-1,0,-1,0,0,1
,714701,7147,1,201,201,0,-1,0,-1,0,0,1
,721101,7211,1,-1,-1,0,-1,0,-1,0,0,1
,721301,7213,1,9999,-1,0,-1,0,9999,136001,0,1
,721401,7214,1,9999,-1,0,-1,0,9999,233001,0,1
,721501,7215,1,9999,-1,0,-1,0,9999,180001,0,1
,721502,7215,2,101,101,100109,-1,0,-1,0,0,1
