,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,string,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,string,float,float
,id,name,mapid,event_type,event_id,path_id,flag,intask,story_id,life_time,level_id,battle_scene,position,rotation_y,scale
备注,分段id,名字,关卡id,事件类型,事件id,路径id,number,怪物是否显示,怪物是否喊话,存在时间,子关卡id,战斗场景id,坐标,Y轴旋转角度,模型缩放比例
,1000232,,1000,1,30676,0,1,0,0,0,0,0,"-121.72,32.36,72.86",0,1
,1000233,,1000,1,20992,0,1,0,0,0,0,0,"-122.29,32.39,64.51",33.34,1
,3148001,,3148,1,60459,0,1,0,0,0,0,0,"22.665,1.643,-21.91",0,1
,3148002,,3148,1,60460,0,1,0,0,0,0,0,"21.876,1.643,-25.98",0,1
,3148003,,3148,1,60461,0,1,0,0,0,0,0,"26.324,1.643,-21.38",0,1
,3148004,,3148,1,60462,0,1,0,0,0,0,0,"25.625,1.643,-27.71",0,1
,3148005,,3148,1,60463,0,1,0,0,0,0,0,"28.048,1.643,-25.61",0,1
,3148006,,3148,1,30680,0,1,0,0,0,0,0,"34.381,1.87,-34.101",-44,1
,3148007,,3148,1,30681,0,1,0,0,0,0,0,"25.01,1.64,-24.4101",0,1
,3148008,,3148,1,30682,0,1,0,0,0,0,0,"-4.6203,0.07,1.9101",0,1
,3148009,,3148,1,30683,0,1,0,0,0,0,0,"-38.99,2.53,30.1201",0,1
,3148010,,3148,4,1122,0,1,0,0,0,0,0,"-122.29,32.39,64.51",-44,1

